Name,Rating,Reviews,Industry,Employees,Domain,Years_in_Operation,HQ
IMSI,3.2,249 Reviews,Recruitment,1k-5k Employees,38 years old,Dehradun +38 more,
Ugro Capital,3.8,249 Reviews,NBFC,1k-5k Employees,Public,31 years old,Mumbai +63 more
Global Aluminium,3.9,249 Reviews,Metals & Mining,1k-5k Employees,27 years old,Hyderabad/Secunderabad +13 more,
Carraro,4.0,249 Reviews,Industrial Machinery,1k-5k Employees,92 years old,Campodarsego +2 more,
Nilons Enterprises,4.1,249 Reviews,Food Processing,501-1k Employees,62 years old,Pune +36 more,
Flyjac Logistics,4.3,249 Reviews,Logistics,1k-5k Employees,34 years old,Chennai +40 more,
Vara United,3.9,249 Reviews,IT Services & Consulting,1k-5k Employees,10 years old,Mumbai +27 more,
Examity,3.3,249 Reviews,EdTech,201-500 Employees (Global),Startup,11 years old,Needham +4 more
Halliburton,3.5,249 Reviews,Engineering & Construction,1k-5k Employees,Forbes Global 2000,105 years old,Houston +22 more
The Dow Chemical Company,4.3,249 Reviews,Chemicals,1k-5k Employees,26 years old,Mumbai +12 more,
Automatic Infotech,4.5,248 Reviews,IT Services & Consulting,1k-5k Employees,19 years old,Pune +8 more,
Rheinmetall Automotive,4.0,248 Reviews,Auto Components,51-200 Employees,115 years old,Neckarlsum +15 more,
AIG Hospital,4.3,248 Reviews,Healthcare,1k-5k Employees,38 years old,Hyderabad +2 more,
Somic ZF Components,4.3,248 Reviews,Auto Components,201-500 Employees,29 years old,Gurgaon/Gurugram +13 more,
Vedant Fashions,4.0,248 Reviews,Fashion & Textile,1k-5k Employees,22 years old,Kolkata +36 more,
Ajio Business,3.7,248 Reviews,Mumbai +97 more,,,,
Fosroc Chemicals India,4.4,248 Reviews,Chemicals,501-1k Employees,52 years old,Dubai +36 more,
Concord Biotech,3.7,248 Reviews,Pharma,501-1k Employees,Public,24 years old,Ahmedabad +11 more
GTL,4.3,247 Reviews,Hardware & Networking,1k-5k Employees,Public,37 years old,Mumbai +35 more
CareEdge Ratings,2.8,247 Reviews,Financial Services,501-1k Employees,Public,31 years old,Mumbai +18 more
eNoah iSolution,3.9,247 Reviews,IT Services & Consulting,1k-5k Employees,19 years old,Chennai +5 more,
Evolve Technologies & Services,4.1,247 Reviews,Recruitment,201-500 Employees,33 years old,Pune +43 more,
Subway,4.3,247 Reviews,Hospitality,1k-5k Employees,59 years old,Milford +55 more,
Sundaram Auto Components,4.1,247 Reviews,Auto Components,501-1k Employees,Public,44 years old,Bhiwadi +12 more
Conviction HR,4.6,247 Reviews,Recruitment,501-1k Employees,12 years old,Mumbai +12 more,
Core Integra Consulting Services,3.7,247 Reviews,Recruitment,501-1k Employees,Conglomerate,13 years old,Mumbai +61 more
SKH Y-TEC,4.0,247 Reviews,Auto Components,1k-5k Employees,11 years old,Becharaji +17 more,
ZF India Technology Center,3.7,247 Reviews,Auto Components,10k-50k Employees,109 years old,Friedrichshafen +6 more,
Clix Capital Services,3.9,247 Reviews,FinTech,501-1k Employees,8 years old,Gurgaon +25 more,
ACB (India),3.7,247 Reviews,Oil & Gas,201-500 Employees,Public,27 years old,Gurgaon/Gurugram +21 more
BDO,3.5,247 Reviews,Accounting & Auditing,5k-10k Employees,Public,61 years old,Mumbai +26 more
Shakti Pumps,3.8,247 Reviews,Industrial Machinery,501-1k Employees,Public,42 years old,Dhar +35 more
Amartex Industries,4.2,247 Reviews,Fashion & Textile,51-200 Employees,Public,36 years old,Panchkula +18 more
IDS Infotech,3.1,247 Reviews,IT Services & Consulting,1k-5k Employees,Public,35 years old,Mohali +14 more
Onsitego,4.0,247 Reviews,Consumer Electronics & Appliances,1k-5k Employees,14 years old,Mumbai +18 more,
IDS Infotech,3.1,247 Reviews,IT Services & Consulting,1k-5k Employees,Public,35 years old,Mohali +14 more
Hexagon Capability Center,4.0,247 Reviews,IT Services & Consulting,1k-5k Employees,37 years old,Stockholm +8 more,
Imarque Solutions,3.5,247 Reviews,BPO,201-500 Employees,20 years old,Chennai +11 more,
Arena Animation,3.8,247 Reviews,Education & Training,11-50 Employees,28 years old,Mumbai +56 more,
International Automotive Components,3.9,246 Reviews,Auto Components,501-1k Employees,18 years old,Southfield +13 more,
ServiceNow,4.1,246 Reviews,Software Product,1k-5k Employees,Public,20 years old,Santa Clara +7 more
Welspun Enterprises,4.2,246 Reviews,Engineering & Construction,1k-5k Employees,Public,48 years old,Mumbai +29 more
TRL Krosaki Refractories,3.9,246 Reviews,Metals & Mining,1k-5k Employees,Public,66 years old,Jharsuguda +18 more
Ruby Hall Clinic,4.0,246 Reviews,Healthcare,201-500 Employees,65 years old,Pune +6 more,
SiliconIndia,2.5,246 Reviews,Printing & Publishing,1k-5k Employees,27 years old,Bangalore/Bengaluru +7 more,
ZF Friedrichshafen,4.0,246 Reviews,Auto Components,10k-50k Employees,109 years old,Friedrichshafen +15 more,
Cimpress,4.0,246 Reviews,Printing & Publishing,1k-5k Employees,29 years old,Dundalk +8 more,
Syncfusion,3.6,246 Reviews,Software Product,1k-5k Employees,23 years old,Morrisville +3 more,
Xanadu,3.5,246 Reviews,Real Estate,501-1k Employees,Startup,9 years old,Mumbai +12 more
Pfizer Products India,4.3,246 Reviews,Pharma,1k-5k Employees,175 years old,New York City +14 more,
Satin Finserv,4.1,246 Reviews,NBFC,10k-50k Employees,Gurgaon / Gurugram +66 more,,
Spice Money,4.1,246 Reviews,FinTech,501-1k Employees,24 years old,Noida +70 more,
DM Consultants,1.3,246 Reviews,Abu Dhabi +18 more,,,,
ScoreMe Solutions,4.6,246 Reviews,Software Product,51-200 Employees,Gurgaon / Gurugram +3 more,,
Copeland,4.2,246 Reviews,Pune +26 more,,,,
GM Modular,4.0,246 Reviews,Electrical Equipment,501-1k Employees,24 years old,Mumbai +45 more,
IKF Finance,3.9,246 Reviews,NBFC,1k-5k Employees,Public,33 years old,Hyderabad/Secunderabad +81 more
Rimjhim Ispat,3.7,245 Reviews,Iron & Steel,1k-5k Employees,30 years old,Kanpur +18 more,
Shah Technical Consultants,3.7,245 Reviews,Telecom,51-200 Employees,15 years old,Mumbai +50 more,
Peregrine Guarding,4.1,245 Reviews,Law Enforcement & Security,501-1k Employees,29 years old,Gurgaon/Gurugram +41 more,
Oberoi Realty,3.9,245 Reviews,Real Estate,501-1k Employees,Public,44 years old,Mumbai +7 more
Nyati Group,4.2,245 Reviews,Real Estate,501-1k Employees,27 years old,Pune +10 more,
Titan Laboratories,3.7,245 Reviews,Pharma,201-500 Employees,20 years old,Mumbai +12 more,
Maharashtra Hybrid Seed Company,4.0,245 Reviews,Agriculture,1k-5k Employees,60 years old,Jalna +52 more,
Muthoot Pappachan Group,3.9,245 Reviews,Financial Services,10k-50k Employees,Conglomerate,137 years old,Thiruvananthapuram +73 more
NTT Global Networks,4.2,245 Reviews,Hardware & Networking,501-1k Employees,Public,24 years old,Gurgaon / Gurugram +24 more
Shree Baidyanath Ayurved Bhawan,3.6,245 Reviews,Pharma,501-1k Employees,107 years old,Gurgaon / Gurugram +33 more,
GRT Jewellers,4.3,245 Reviews,Jewellery,5k-10k Employees,60 years old,Chennai +24 more,
Zydex Industries,4.1,245 Reviews,Chemicals,501-1k Employees,27 years old,Vadodara +56 more,
Harsha Engineers,4.2,245 Reviews,Auto Components,1k-5k Employees,38 years old,Ahmedabad +7 more,
Nava Limited,3.9,245 Reviews,Metals & Mining,51-200 Employees,Public,52 years old,Hyderabad / Secunderabad +24 more
Protiviti,3.5,245 Reviews,Management Consulting,1k-5k Employees,22 years old,Gurgaon / Gurugram +15 more,
Aeries Technology,3.5,245 Reviews,IT Services & Consulting,501-1k Employees,12 years old,Hyderabad / Secunderabad +6 more,
Highway Industries,4.0,244 Reviews,Engineering & Construction,1k-5k Employees,53 years old,Ludhiana +12 more,
McNROE,4.0,244 Reviews,FMCG,501-1k Employees,38 years old,Kolkata +45 more,
Highway Industries,4.0,244 Reviews,Engineering & Construction,1k-5k Employees,53 years old,Ludhiana +12 more,
Council of Scientific and Industrial Research,4.5,244 Reviews,Government,5k-10k Employees,Central,82 years old,New Delhi +37 more
Walplast Products,3.9,244 Reviews,Engineering & Construction,201-500 Employees,20 years old,Navi Mumbai +44 more,
Aeronautical Development Agency,4.4,244 Reviews,Defence & Aerospace,501-1k Employees,40 years old,Bangalore/Bengaluru +4 more,
P&O Cruises,4.5,244 Reviews,Travel & Tourism,11-50 Employees,187 years old,Southampton +12 more,
Helloverify,3.2,244 Reviews,Law Enforcement & Security,501-1k Employees,Startup,12 years old,Noida +4 more
Sterling Oil Exploration & Energy Production,3.8,244 Reviews,Oil & Gas,51-200 Employees,19 years old,Lagos  +9 more,
Cipla Health,4.4,244 Reviews,Pharma,10k-50k Employees,Public,11 years old,Mumbai +53 more
Infodrive,4.4,244 Reviews,Other,51-200 Employees,28 years old,New Delhi +2 more,
Kanpur Fertilizers & Chemicals,3.9,244 Reviews,Agro Chemicals,501-1k Employees,14 years old,Kanpur +23 more,
Health India Tpa Services,3.6,243 Reviews,Insurance,51-200 Employees,22 years old,Mumbai +27 more,
Confidence Petroleum India,3.6,243 Reviews,Oil & Gas,501-1k Employees,Public,27 years old,Nagpur +39 more
Xchanging,3.8,243 Reviews,IT Services & Consulting,201-500 Employees,Public,26 years old,London +10 more
Omkar Realtors and Developers Group,4.1,243 Reviews,Real Estate,201-500 Employees,21 years old,Sion Mumbai +10 more,
Adama,4.2,243 Reviews,Agro Chemicals,201-500 Employees,15 years old,Tel Aviv +57 more,
Alkyl Amines,4.2,243 Reviews,Chemicals,501-1k Employees,Public,45 years old,Mumbai +12 more
ProConnect Integrated Logistics,3.9,243 Reviews,Logistics,51-200 Employees,12 years old,Chennai +42 more,
New Opportunity Consultancy,4.2,243 Reviews,Recruitment,201-500 Employees,9 years old,Navi Mumbai +93 more,
National Contracting Company,4.1,243 Reviews,Engineering & Construction,501-1k Employees,57 years old,Al-Khobar +20 more,
Xchanging,3.8,243 Reviews,IT Services & Consulting,201-500 Employees,Public,26 years old,London +10 more
Associated Road Carriers,4.2,243 Reviews,Logistics,1k-5k Employees,52 years old,Hyderabad/Secunderabad +53 more,
Confidence Petroleum India,3.6,243 Reviews,Oil & Gas,501-1k Employees,Public,27 years old,Nagpur +39 more
ProConnect Integrated Logistics,3.9,243 Reviews,Logistics,51-200 Employees,12 years old,Chennai +42 more,
Flipkart Wholesale,4.1,243 Reviews,11-50 Employees,Bangalore / Bengaluru +49 more,,,
Diverse Lynx,3.9,243 Reviews,IT Services & Consulting,51-200 Employees,22 years old,Princeton +12 more,
Hollister Medical,4.1,243 Reviews,Medical Equipment,51-200 Employees,103 years old,Illinois +8 more,
Berkadia,4.0,243 Reviews,Real Estate,501-1k Employees,15 years old,New York +4 more,
Allanasons,3.9,242 Reviews,Food Processing,1k-5k Employees,159 years old,Mumbai +26 more,
Hindustan Times,3.6,242 Reviews,Media & Entertainment,1k-5k Employees,100 years old,Delhi/NCR +37 more,
ReachLocal Services,3.8,242 Reviews,Marketing & Advertising,501-1k Employees,14 years old,Mumbai +5 more,
Uneecops Technologies,4.2,242 Reviews,IT Services & Consulting,501-1k Employees,29 years old,Delhi/NCR +14 more,
Reliance Money,3.9,242 Reviews,Financial Services,51-200 Employees,18 years old,Mumbai +49 more,
Tommy Hilfiger,4.4,242 Reviews,Fashion & Textile,1k-5k Employees,39 years old,Amsterdam +43 more,
Tessolve Semiconductor,3.6,242 Reviews,Semiconductors,1k-5k Employees,20 years old,Bangalore/Bengaluru +10 more,
Al Tasnim Enterprises,3.8,242 Reviews,Engineering & Construction,201-500 Employees,48 years old,Muscat +14 more,
Andromeda Sales And Distribution,3.1,242 Reviews,Financial Services,1k-5k Employees,33 years old,Mumbai +45 more,
Eastman Auto and Power Limited,4.0,242 Reviews,Electrical Equipment,1k-5k Employees,18 years old,Gurgaon/Gurugram +30 more,
Hygienic Research Institute,4.4,242 Reviews,Beauty & Personal Care,1k-5k Employees,67 years old,Mumbai +44 more,
Sigma Engineered Solutions,4.2,242 Reviews,Pune +7 more,,,,
Appsierra,4.6,242 Reviews,IT Services & Consulting,51-200 Employees,9 years old,Noida +9 more,
Military Engineer Services,4.5,241 Reviews,Engineering & Construction,51-200 Employees,Public,101 years old,Delhi/NCR +62 more
Manipal Technologies,3.9,241 Reviews,Printing & Publishing,1k-5k Employees,83 years old,Manipal +27 more,
Essel Group,4.0,241 Reviews,Media & Entertainment,10k-50k Employees,Conglomerate,98 years old,Mumbai +37 more
Bird Worldwide Flight Services,3.4,241 Reviews,Aviation,1k-5k Employees,25 years old,New Delhi +10 more,
Richa Global Export,4.0,241 Reviews,Fashion & Textile,10k-50k Employees,33 years old,Gurgaon/Gurugram +9 more,
Desun Hospital & Heart Institute,3.7,241 Reviews,Healthcare,201-500 Employees,16 years old,Kolkata +9 more,
Ubisoft Entertainment,4.0,241 Reviews,Gaming,1k-5k Employees,38 years old,Montreuil +5 more,
NVH India Auto Parts,3.6,241 Reviews,Auto Components,201-500 Employees,40 years old,Buk-gu +12 more,
FabAlley,4.4,241 Reviews,Retail,51-200 Employees,12 years old,Noida +40 more,
Common Service Centres,4.4,241 Reviews,Government,1k-5k Employees,15 years old,New Delhi +105 more,
Mkc Infrastructure,3.6,241 Reviews,Engineering & Construction,501-1k Employees,Public,61 years old,Anjar +27 more
Ambuja Neotia,4.2,241 Reviews,Real Estate,501-1k Employees,34 years old,Kolkata +12 more,
Birla white,4.1,241 Reviews,Building Material,1-10 Employees,36 years old,Mumbai +68 more,
Alchemy Techsol India,3.7,241 Reviews,IT Services & Consulting,501-1k Employees,10 years old,Bangalore +14 more,
Nitco,4.3,241 Reviews,Building Material,1k-5k Employees,Public,71 years old,Mumbai +41 more
MSD Pharmaceuticals,4.2,241 Reviews,Pharma,1k-5k Employees,59 years old,Gurgaon/Gurugram +41 more,
Apcer Life Sciences,3.6,241 Reviews,Clinical Research,51-200 Employees,17 years old,Princeton +4 more,
SALARPURIA SATTVA,4.3,241 Reviews,Real Estate,1k-5k Employees,38 years old,Bangalore/Bengaluru +12 more,
Go Colors,4.1,241 Reviews,Fashion & Textile,51-200 Employees,14 years old,Chennai +47 more,
Ensure Support Services,4.2,241 Reviews,IT Services & Consulting,201-500 Employees,11 years old,Chennai +44 more,
ABI Showatech,3.8,241 Reviews,Auto Components,1k-5k Employees,33 years old,Chennai +9 more,
Sureti Insurance Marketing,4.1,241 Reviews,Insurance,51-200 Employees,Coimbatore +4 more,,
Visa,4.1,240 Reviews,FinTech,1k-5k Employees,Public,66 years old,Foster City +12 more
Vascon Engineers,3.7,240 Reviews,Real Estate,501-1k Employees,Public,38 years old,Pune +15 more
Jubilant Biosys,3.8,240 Reviews,Biotechnology,1k-5k Employees,24 years old,Noida +8 more,
Micron Technology,3.6,240 Reviews,Semiconductors,1k-5k Employees,Forbes Global 2000,46 years old,Boise +7 more
SBL,3.4,240 Reviews,IT Services & Consulting,1k-5k Employees,19 years old,Bengaluru/Bangalore +25 more,
Nabard Financial Services,4.2,240 Reviews,NBFC,1k-5k Employees,Public,15 years old,Bengaluru +95 more
Nesma & Partners,4.3,240 Reviews,Engineering & Construction,51-200 Employees,43 years old,Jeddah +19 more,
Ang India,4.0,240 Reviews,Consumer Electronics & Appliances,201-500 Employees,Public,46 years old,Noida +36 more
e-Zest,4.1,240 Reviews,IT Services & Consulting,1k-5k Employees,Public,24 years old,Pune +1 more
Thomson Digital,3.9,240 Reviews,Printing & Publishing,201-500 Employees,62 years old,Noida +8 more,
Motherson Sumi Wiring,4.0,240 Reviews,Building Material,Fortune India 500,Noida +21 more,,
Realme,3.7,240 Reviews,Consumer Electronics & Appliances,1k-5k Employees,Gurgaon / Gurugram +63 more,,
Tradebulls,3.1,240 Reviews,Financial Services,11-50 Employees,15 years old,Mumbai +18 more,
Bluestone.com,3.7,240 Reviews,Jewellery,501-1k Employees,Startup,13 years old,Bangalore +37 more
Siemens Healthcare,4.5,240 Reviews,Healthcare,1k-5k Employees,128 years old,Erlangen +20 more,
Housejoy,4.4,239 Reviews,Facility Management Services,201-500 Employees,Startup,10 years old,Bangalore +16 more
YKK,3.9,239 Reviews,Fashion & Textile,201-500 Employees,29 years old,Gurgaon/Gurugram +15 more,
MobileComm Technologies India,3.9,239 Reviews,Telecom,201-500 Employees,22 years old,Richardson +26 more,
CSC,4.1,239 Reviews,Noida +27 more,,,,
Suburban Diagnostics,4.0,239 Reviews,Healthcare,201-500 Employees,30 years old,Mumbai +11 more,
The Hershey Company,4.1,239 Reviews,Food Processing,201-500 Employees,Forbes Global 2000,130 years old,Derry Township +48 more
Housejoy,4.4,239 Reviews,Facility Management Services,201-500 Employees,Startup,10 years old,Bangalore +16 more
YKK,3.9,239 Reviews,Fashion & Textile,201-500 Employees,29 years old,Gurgaon/Gurugram +15 more,
“Bharat Financial Inclusion Limited”,4.4,239 Reviews,Hyderabad / Secunderabad +87 more,,,,
Mobikwik,3.3,239 Reviews,FinTech,501-1k Employees,15 years old,Gurgaon +17 more,
Metrochem Api,3.5,239 Reviews,Pharma,201-500 Employees,20 years old,Hyderabad/Secunderabad +8 more,
Baramati Agro,3.8,239 Reviews,FMCG,1k-5k Employees,Public,36 years old,Pune +30 more
POSCO MAHARASHTRA STEEL,4.2,239 Reviews,Iron & Steel,501-1k Employees,12 years old,Pohang-si +10 more,
Patil Group,4.1,239 Reviews,Engineering & Construction,11-50 Employees,91 years old,Hyderabad +36 more,
Citykart Retail,4.0,239 Reviews,Retail,1k-5k Employees,Startup,8 years old,Delhi +54 more
MRF Vapocure Paints,4.0,239 Reviews,Chemicals,51-200 Employees,35 years old,Chennai +64 more,
Mahle Anand Thermal Systems,4.3,239 Reviews,Auto Components,1k-5k Employees,Pune +9 more,,
Busibud,4.0,239 Reviews,Emerging Technologies,11-50 Employees,11 years old,Greater Los Angeles +20 more,
TDS Lithium-Ion Battery,4.2,239 Reviews,Electrical Equipment,501-1k Employees,5 years old,Ahmedabad +9 more,
Apollo Clinic,3.9,238 Reviews,Healthcare,201-500 Employees,Public,22 years old,Hyderabad +36 more
Roki Minda Co,4.5,238 Reviews,Auto Components,201-500 Employees,14 years old,Bawal +15 more,
Aptus Value Housing Finance India,4.3,238 Reviews,NBFC,1k-5k Employees,15 years old,Chennai +96 more,
Roki Minda Co,4.5,238 Reviews,Auto Components,201-500 Employees,14 years old,Bawal +15 more,
Sagar Cements,4.3,238 Reviews,Building Material,1k-5k Employees,Public,39 years old,Hyderabad/Secunderabad +34 more
Apollo Clinic,3.9,238 Reviews,Healthcare,201-500 Employees,Public,22 years old,Hyderabad +36 more
East India Udyog,3.9,238 Reviews,Electrical Equipment,201-500 Employees,Public,58 years old,Ghaziabad +32 more
Bharat IT Services,3.1,238 Reviews,IT Services & Consulting,501-1k Employees,Public,28 years old,Noida +41 more
TowerVision India,4.1,238 Reviews,Telecom,501-1k Employees,18 years old,Chennai +29 more,
Watertec India,4.1,238 Reviews,Building Material,1k-5k Employees,27 years old,Coimbatore +51 more,
Roche Diagnostics,3.7,238 Reviews,Pharma,201-500 Employees,Conglomerate,128 years old,Basel +26 more
ArcGate,3.6,238 Reviews,IT Services & Consulting,1k-5k Employees,19 years old,Udaipur +1 more,
Khimji Ramdas,4.1,238 Reviews,Retail,1k-5k Employees,154 years old,Muscat +25 more,
DSV - Global Transport and Logistics,4.1,238 Reviews,Logistics,501-1k Employees,48 years old,Hedehusene +27 more,
Cygnet Infotech,3.7,237 Reviews,IT Services & Consulting,1k-5k Employees,24 years old,Ahmedabad +9 more,
CK Birla Group,4.1,237 Reviews,Building Material,1k-5k Employees,Conglomerate,162 years old,Delhi/NCR +43 more
Sabre,3.9,237 Reviews,Software Product,1k-5k Employees,64 years old,Southlake +10 more,
Mahindra Lifespace Developers,4.2,237 Reviews,Real Estate,201-500 Employees,Public,30 years old,Mumbai +20 more
Ordnance Factory,4.3,237 Reviews,Government,50k-1 Lakh Employees (Global),249 years old,Kolkata +31 more,
AVIOM,4.2,237 Reviews,NBFC,201-500 Employees,Startup,8 years old,Delhi +90 more
Vini Cosmetics,3.7,237 Reviews,Beauty & Personal Care,201-500 Employees,15 years old,Ahmedabad +73 more,
Bombay Intelligence Security,3.8,237 Reviews,Law Enforcement & Security,51-200 Employees,48 years old,Mumbai +50 more,
MT Educare,3.3,237 Reviews,Education & Training,201-500 Employees,Public,36 years old,Mumbai +24 more
Vini Cosmetics,3.7,237 Reviews,Beauty & Personal Care,201-500 Employees,15 years old,Ahmedabad +73 more,
AVIOM,4.2,237 Reviews,NBFC,201-500 Employees,Startup,8 years old,New Delhi +90 more
Sub-K IMPACT Solutions,4.0,237 Reviews,Financial Services,1k-5k Employees,14 years old,Vadodara +81 more,
Magic Software,3.3,237 Reviews,IT Services & Consulting,201-500 Employees,34 years old,Noida +4 more,
Solartis Technology Services,3.7,236 Reviews,IT Services & Consulting,51-200 Employees,20 years old,Madurai +3 more,
Aris Global Software,3.0,236 Reviews,Software Product,1k-5k Employees,37 years old,Mysuru / Mysore +4 more,
El Seif Engineering Contracting,4.4,236 Reviews,Engineering & Construction,51-200 Employees,49 years old,Riyadh +14 more,
ICRA,3.2,236 Reviews,Financial Services,201-500 Employees,Public,33 years old,Kolkata +14 more
HungerBox,3.8,236 Reviews,Internet,501-1k Employees,Startup,8 years old,Bangalore / Bengaluru +14 more
Emami Paper Mills,4.3,236 Reviews,Pulp & Paper,1k-5k Employees,Public,42 years old,Balasore +8 more
Vayam Info Solutions,3.8,236 Reviews,Recruitment,201-500 Employees,14 years old,Noida +42 more,
Signode,4.0,236 Reviews,501-1k Employees,111 years old,Vadodara +31 more,,
TÜV Rheinland,4.1,236 Reviews,Law Enforcement & Security,501-1k Employees,152 years old,Vadodara +42 more,
Birla Tyres,3.5,236 Reviews,Auto Components,1k-5k Employees,33 years old,Balasore +57 more,
ACG Worldwide,4.1,236 Reviews,Pharma,1k-5k Employees,63 years old,Mumbai +12 more,
HiyaMee Private Limited,3.2,236 Reviews,Recruitment,501-1k Employees,8 years old,Bangalore / Bengaluru +9 more,
L&T–MHI Power Boilers,4.1,236 Reviews,Industrial Machinery,201-500 Employees,18 years old,Vadodara +18 more,
Sarvodaya Hospital,3.9,236 Reviews,Healthcare,51-200 Employees,33 years old,Faridabad +15 more,
LANXESS India Private Limited,4.2,235 Reviews,Chemicals,501-1k Employees,20 years old,Vadodara +17 more,
VGN Projects Estates,4.2,235 Reviews,Real Estate,1k-5k Employees,82 years old,Chennai +6 more,
Zebronics,3.7,235 Reviews,Consumer Electronics & Appliances,1k-5k Employees,27 years old,Chennai +38 more,
Asti Electronics India,4.1,235 Reviews,Auto Components,201-500 Employees,20 years old,Gurgaon/Gurugram +7 more,
ISS SDB Security Services,4.4,235 Reviews,Facility Management Services,1k-5k Employees,14 years old,Mumbai +46 more,
Western Digital,3.5,235 Reviews,Consumer Electronics & Appliances,1k-5k Employees,Forbes Global 2000,54 years old,San Jose +8 more
Molecular Connections,3.4,235 Reviews,IT Services & Consulting,1k-5k Employees,23 years old,Bangalore/Bengaluru +8 more,
Shriram Chits,3.9,235 Reviews,Financial Services,1k-5k Employees,50 years old,Mumbai +81 more,
Indus Net Technologies,3.7,235 Reviews,IT Services & Consulting,501-1k Employees,27 years old,Kolkata +5 more,
Treebo Hotels,3.6,235 Reviews,Internet,51-200 Employees,Startup,9 years old,Bangalore +32 more
NACL Industries,4.3,235 Reviews,Agro Chemicals,1k-5k Employees,31 years old,Hyderabad/Secunderabad +46 more,
Arjas Steel,4.3,235 Reviews,Iron & Steel,501-1k Employees,31 years old,Bengaluru +11 more,
Altruist Customer Management India,3.5,235 Reviews,BPO,10k-50k Employees,14 years old,Panchkula +13 more,
Teachnook,3.3,235 Reviews,EdTech,501-1k Employees,Startup,3 years old,Bangalore / Bengaluru +5 more
Cloud4C,3.4,235 Reviews,IT Services & Consulting,1k-5k Employees,10 years old,Singapore +7 more,
Orion Innovation,3.6,235 Reviews,IT Services & Consulting,1k-5k Employees,31 years old,New Jersey +12 more,
CPM India Sales & Marketing,4.2,235 Reviews,Marketing & Advertising,501-1k Employees,16 years old,New Delhi +42 more,
Aliens Group,3.4,235 Reviews,Real Estate,501-1k Employees,20 years old,Hyderabad/Secunderabad +4 more,
Theme Engineering Services,3.7,234 Reviews,Engineering & Construction,501-1k Employees,22 years old,Jaipur +74 more,
Inventia Healthcare,4.0,234 Reviews,Pharma,501-1k Employees,39 years old,Mumbai +8 more,
Hindustan Syringes & Medical Devices,4.0,234 Reviews,Medical Equipment,51-200 Employees,67 years old,Faridabad +13 more,
Mitra SK,3.9,234 Reviews,Other,1k-5k Employees,86 years old,Kolkata +39 more,
LabCorp,4.1,234 Reviews,Healthcare,501-1k Employees,Forbes Global 2000,Burlington +9 more,
Tata Steel Long Products,3.8,234 Reviews,Iron & Steel,Jamshedpur +16 more,,,
Coding Ninjas,4.2,234 Reviews,EdTech,201-500 Employees,Startup,8 years old,Gurgaon / Gurugram +7 more
Theme Engineering Services,3.7,234 Reviews,Engineering & Construction,501-1k Employees,22 years old,Jaipur +74 more,
Sekisui Dljm Molding,3.9,234 Reviews,Auto Components,51-200 Employees,13 years old,Gurgaon/Gurugram +15 more,
Mitra SK,3.9,234 Reviews,Other,1k-5k Employees,86 years old,Kolkata +39 more,
Danfoss Power Solutions,4.1,234 Reviews,Power,51-200 Employees,Nordborg +7 more,,
Cordova Publication,3.5,234 Reviews,Printing & Publishing,1k-5k Employees,15 years old,Delhi/NCR +49 more,
Thyssenkrupp Industrial Solutions,4.1,234 Reviews,Industrial Machinery,1k-5k Employees,165 years old,Essen +17 more,
Knack Global,3.0,233 Reviews,IT Services & Consulting,501-1k Employees,17 years old,Woodbridge +8 more,
Zudio,4.0,233 Reviews,Retail,1k-5k Employees,Bangalore / Bengaluru +64 more,,
Gujarat Alkalies & Chemicals,4.5,233 Reviews,Chemicals,1k-5k Employees,Public,51 years old,Bharuch +8 more
Laser Power & Infra,3.4,233 Reviews,Electrical Equipment,1k-5k Employees,36 years old,Kolkata +33 more,
Checkmate Services,4.2,233 Reviews,Facility Management Services,10k-50k Employees,32 years old,Vadodara/Baroda +54 more,
MMC Infotech Services,3.5,233 Reviews,IT Services & Consulting,201-500 Employees,34 years old,Chennai +6 more,
Smaaash Entertainment,3.7,233 Reviews,Sports & Recreation,501-1k Employees,15 years old,Mumbai +24 more,
Eastman Chemical Company,4.3,233 Reviews,Chemicals,501-1k Employees,Forbes Global 2000,74 years old,Mumbai +3 more
Radiant Cash Management Services,3.5,233 Reviews,Financial Services,5k-10k Employees,19 years old,Chennai +48 more,
VFISLK,4.0,233 Reviews,1k-5k Employees,Bangalore / Bengaluru +8 more,,,
Mahindra Last Mile Mobility,3.8,233 Reviews,Automobile,501-1k Employees,30 years old,Bangalore Rural +12 more,
BridgeLabz Solutions,3.5,233 Reviews,EdTech,201-500 Employees,Startup,8 years old,Mumbai +11 more
Moody's Analytics,3.7,233 Reviews,Analytics & KPO,501-1k Employees,17 years old,New York +5 more,
Signature Global,4.1,232 Reviews,Real Estate,51-200 Employees,16 years old,New Jersey +9 more,
VST Industries,3.9,232 Reviews,FMCG,501-1k Employees,Public,94 years old,Hyderabad/Secunderabad +66 more
Planetcast,3.9,232 Reviews,Media & Entertainment,1k-5k Employees,Public,28 years old,Noida +11 more
Akbar Travels,4.3,232 Reviews,Travel & Tourism,1k-5k Employees,46 years old,Mumbai +33 more,
Wagh Bakri Tea Group,4.2,232 Reviews,Beverage,1k-5k Employees,109 years old,Ahmedabad +29 more,
InfoBeans,3.7,232 Reviews,IT Services & Consulting,1k-5k Employees,Public,24 years old,Indore +4 more
Sj Contracts,4.4,232 Reviews,Engineering & Construction,1k-5k Employees,34 years old,Pune +6 more,
